[2026-07-09 16:18:34] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 19:43:34] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 19:48:33] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 19:48:33] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 19:48:33] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 19:48:33] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 19:48:33] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 19:53:33] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 19:53:33] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 19:53:33] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 19:53:33] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 19:53:33] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 19:58:34] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 19:58:34] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 19:58:34] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 19:58:34] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 19:58:34] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 20:03:34] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:03:34] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:03:34] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:03:34] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:03:34] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 20:08:33] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:08:33] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:08:33] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:08:33] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:08:33] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 20:13:33] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:13:33] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:13:33] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:13:33] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:13:33] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 20:18:34] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:18:34] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:18:34] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:18:34] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:18:34] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 20:23:34] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:23:34] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:23:34] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:23:34] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:23:34] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 20:28:34] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:28:34] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:28:34] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:28:34] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:28:34] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 20:33:34] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:33:34] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:33:34] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:33:34] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:33:34] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 20:38:34] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:38:34] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:38:34] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:38:34] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:38:34] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 20:43:34] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:43:34] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:43:34] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:43:34] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:43:34] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 20:48:34] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:48:34] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:48:34] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:48:34] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:48:34] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 20:53:34] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:53:34] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:53:34] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:53:34] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:53:34] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 20:58:34] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:58:34] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:58:34] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:58:34] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 20:58:34] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 21:03:35] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:03:35] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:03:35] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:03:35] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:03:35] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 21:08:34] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:08:34] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:08:34] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:08:34] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:08:34] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 21:13:34] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:13:34] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:13:34] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:13:34] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:13:34] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 21:18:33] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:18:33] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:18:33] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:18:33] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:18:33] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 21:23:33] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:23:33] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:23:33] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:23:33] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:23:33] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 21:28:34] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:28:34] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:28:34] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:28:34] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:28:34] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 21:33:35] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:33:35] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:33:35] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:33:35] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:33:35] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 21:38:35] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:38:35] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:38:35] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:38:35] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:38:35] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 21:43:34] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:43:34] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:43:34] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:43:34] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:43:34] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 21:48:34] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:48:34] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:48:34] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:48:34] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:48:34] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 21:53:34] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:53:34] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:53:34] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:53:34] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:53:34] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 21:58:34] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:58:34] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:58:34] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:58:34] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 21:58:34] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 22:03:35] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:03:35] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:03:35] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:03:35] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:03:35] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 22:08:34] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:08:34] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:08:34] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:08:34] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:08:34] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 22:26:13] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:26:13] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:26:13] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:26:13] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:26:13] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 22:37:14] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:37:14] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:37:14] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:37:14] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:37:14] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 22:42:14] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:42:14] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:42:14] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:42:14] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:42:14] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 22:47:17] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:47:17] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:47:17] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:47:17] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:47:17] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 22:52:11] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:52:11] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:52:11] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:52:11] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:52:11] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 22:57:18] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:57:18] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:57:18] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:57:18] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 22:57:18] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 23:02:13] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:02:13] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:02:13] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:02:13] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:02:13] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 23:07:14] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:07:14] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:07:14] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:07:14] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:07:14] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 23:12:11] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:12:11] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:12:11] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:12:11] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:12:11] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 23:17:15] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:17:15] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:17:15] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:17:15] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:17:15] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 23:22:14] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:22:14] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:22:14] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:22:14] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:22:14] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 23:27:14] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:27:14] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:27:14] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:27:14] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:27:14] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-09 23:32:13] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:32:13] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-09 23:32:13] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
